# Verification of campaign reproduction: archived value vs re-fit under 3d7f883,
# env/Manifest.toml (MathOptInterface 1.48.0), seeded sample, seed 20260828.
# Produced by scripts/verify_reproduction.jl. See REPRODUCE.md section 3.
freq,braco,series,smape_gravado,smape_refeito,delta,ordem_gravada,ordem_refeita,status
hourly,-,103,7.9306,7.9306,0.0,"2,0,0,2,1,0","2,0,0,2,1,0","OK"
hourly,-,42,3.1165,3.1165,0.0,"3,0,0,2,1,0","3,0,0,2,1,0","OK"
hourly,-,54,18.4339,18.4339,0.0,"1,1,0,2,1,0","1,1,0,2,1,0","OK"
hourly,-,263,0.2708,0.2708,0.0,"0,1,1,1,1,0","0,1,1,1,1,0","OK"
hourly,-,29,4.3829,4.3829,0.0,"1,0,0,2,1,1","1,0,0,2,1,1","OK"
daily,-,1010,1.6918,1.6918,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,1342,2.6499,2.6499,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,3488,4.1392,4.1392,0.0,"0,1,1,0,0,0","0,1,1,0,0,0","OK"
daily,-,1601,0.6405,0.6405,0.0,"1,1,1,0,0,0","1,1,1,0,0,0","OK"
daily,-,4177,1.8522,1.8522,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,672,0.826,0.826,0.0,"1,1,1,0,0,0","1,1,1,0,0,0","OK"
daily,-,3746,3.5354,3.5354,0.0,"2,1,2,0,0,0","2,1,2,0,0,0","OK"
daily,-,959,1.8254,1.8254,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,2190,1.2777,1.2777,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,3626,5.7657,5.7657,0.0,"0,1,1,0,0,0","0,1,1,0,0,0","OK"
daily,-,2250,1.2296,1.2296,0.0,"3,1,3,0,0,0","3,1,3,0,0,0","OK"
daily,-,2420,1.7851,1.7851,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,3631,1.1626,1.1626,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,2011,2.5759,2.5759,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,1940,5.8764,5.8764,0.0,"0,1,1,0,0,0","0,1,1,0,0,0","OK"
daily,-,3162,0.5417,0.5417,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,947,4.065,4.065,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,2189,1.8861,1.8861,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,2798,3.2319,3.2319,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,3957,1.285,1.285,0.0,"1,1,0,0,0,0","1,1,0,0,0,0","OK"
daily,-,3816,4.4604,4.4604,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,965,2.0174,2.0174,0.0,"0,1,2,0,0,0","0,1,2,0,0,0","OK"
daily,-,3520,4.2415,4.2415,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,3741,3.4636,3.4636,0.0,"0,1,0,0,0,0","0,1,0,0,0,0","OK"
daily,-,768,1.6673,1.6673,0.0,"2,1,2,0,0,0","2,1,2,0,0,0","OK"
monthly,-,9570,36.7329,36.7329,0.0,"0,1,2,0,0,1","0,1,2,0,0,1","OK"
monthly,-,47099,53.9797,53.9797,0.0,"0,1,1,0,0,1","0,1,1,0,0,1","OK"
monthly,-,9149,15.4515,15.4515,0.0,"0,1,2,0,0,2","0,1,2,0,0,2","OK"
monthly,-,15186,7.8798,7.8798,0.0,"1,1,1,1,0,1","1,1,1,1,0,1","OK"
monthly,-,39713,6.7736,6.7736,0.0,"1,1,0,1,0,0","1,1,0,1,0,0","OK"
monthly,-,33226,19.8391,19.8391,0.0,"1,1,1,1,0,0","1,1,1,1,0,0","OK"
monthly,-,13015,0.6198,0.6198,0.0,"0,1,0,2,0,0","0,1,0,2,0,0","OK"
monthly,-,17004,10.6501,10.6501,0.0,"3,2,2,0,0,0","3,2,2,0,0,0","OK"
monthly,-,21704,8.196,8.196,0.0,"0,1,3,1,0,0","0,1,3,1,0,0","OK"
monthly,-,6419,1.7712,1.7712,0.0,"1,1,0,1,0,1","1,1,0,1,0,1","OK"
