# provenance: campaign=C sarimax_commit=not_recorded sarimax_tree=not_recorded julia=not_recorded platform=Windows-x86_64 source_file=multistart_aleatorio.csv
# Solver versions and harness repository state were not captured at run time; see REPRODUCE.md for the reconstruction and its evidence.
# original header: series,T,celula,p,d,q,P,D,Q,smape,mase,max_coef,prev_neg,venceu_css,tempo,status
series,T,cell,p,d,q,P,D,Q,smape,mase,max_coef,forecast_negative,multistart_beat_zero,seconds,status,campaign,sarimax_commit,sarimax_tree,harness_commit,harness_tree,julia,moi,ipopt,jump,platform,source_file
9100,69,"base",0,1,1,0,0,0,7.9092,0.2805,0.617,0,0,0.82,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
9100,69,"multi",0,1,1,0,0,0,7.9092,0.2805,0.617,0,0,2.03,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39887,70,"base",0,1,0,0,0,0,7.8233,0.9198,0.0,0,0,0.32,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39887,70,"multi",0,1,0,0,0,0,7.8233,0.9198,0.0,0,0,0.86,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
40988,198,"base",1,2,1,0,0,0,7.5272,0.7536,0.8648,0,0,5.3,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
40988,198,"multi",1,2,1,0,0,0,7.5272,0.7536,0.8648,0,0,9.2,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
27798,170,"base",0,1,1,1,0,0,15.2344,2.1628,0.7303,0,0,4.73,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
27798,170,"multi",0,1,1,1,0,0,15.2344,2.1628,0.7303,0,1,15.53,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24535,432,"base",0,1,4,1,0,0,0.9061,0.4085,0.481,0,0,53.51,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24535,432,"multi",0,1,4,1,0,0,0.9061,0.4085,0.481,0,0,100.1,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
11523,150,"base",0,1,1,0,0,0,4.3522,0.6649,0.2377,0,0,2.3,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
11523,150,"multi",2,1,1,0,0,0,4.6687,0.715,1.1294,0,0,14.14,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25538,450,"base",1,1,1,0,0,2,3.1657,0.993,0.7403,0,0,29.69,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25538,450,"multi",2,1,2,0,0,2,3.1739,0.9956,0.6979,0,1,96.19,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
336,450,"base",4,1,1,0,0,0,8.6727,1.6178,1.1297,0,0,59.97,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
336,450,"multi",4,1,1,0,0,0,8.6727,1.6178,1.1297,0,0,142.8,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26202,202,"base",2,1,1,1,0,0,0.7003,0.4218,1.2284,0,0,6.67,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26202,202,"multi",2,1,1,1,0,0,0.7003,0.4218,1.2284,0,0,16.11,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1868,306,"base",4,1,1,2,0,0,1.331,0.3253,0.7208,0,0,31.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1868,306,"multi",4,1,1,2,0,0,1.331,0.3253,0.7208,0,0,76.81,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41739,240,"base",0,1,1,0,0,1,24.332,1.4641,0.7839,0,0,9.92,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41739,240,"multi",0,1,1,0,0,1,24.332,1.4641,0.7839,0,0,27.63,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29515,306,"base",0,1,2,1,1,1,1.2046,0.5788,0.7647,0,0,23.74,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
29515,306,"multi",0,1,2,1,1,1,1.2046,0.5788,0.7647,0,0,58.35,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
9045,69,"base",0,1,0,0,0,0,18.3418,0.4544,0.0,0,0,0.43,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
9045,69,"multi",0,1,0,0,0,0,18.3418,0.4544,0.0,0,0,1.32,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
47573,67,"base",0,1,2,0,0,0,12.7986,0.2504,0.7528,0,0,1.19,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
47573,67,"multi",0,1,2,0,0,0,12.7986,0.2504,0.7528,0,0,3.82,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44596,206,"base",0,1,0,0,0,0,4.6719,0.5115,0.0,0,0,1.59,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44596,206,"multi",0,1,0,0,0,0,4.6719,0.5115,0.0,0,0,7.41,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
33444,151,"base",0,0,1,1,0,0,19.784,1.1287,0.6041,0,0,3.45,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
33444,151,"multi",0,0,1,1,0,0,19.784,1.1287,0.6041,0,1,7.48,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30810,198,"base",0,1,0,0,0,0,6.3735,1.1007,0.0,0,0,2.0,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30810,198,"multi",0,1,0,0,0,0,6.3735,1.1007,0.0,0,0,5.34,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31904,307,"base",1,1,0,0,0,0,6.4282,1.4356,0.5172,0,0,10.76,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31904,307,"multi",1,1,0,0,0,0,6.4282,1.4356,0.5172,0,0,24.37,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
21473,427,"base",2,0,0,2,1,0,0.4257,0.2354,0.7094,0,0,74.21,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
21473,427,"multi",2,0,0,2,1,0,0.4257,0.2354,0.7094,0,0,118.17,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41612,364,"base",0,1,0,1,0,0,4.6099,0.925,0.2244,0,0,12.33,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
41612,364,"multi",0,1,0,1,0,0,4.6099,0.925,0.2244,0,1,23.17,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3588,330,"base",5,1,2,0,1,1,7.628,1.7955,1.7259,0,0,32.4,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
3588,330,"multi",5,1,2,0,1,1,7.628,1.7955,1.7259,0,0,103.25,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
23276,306,"base",0,1,0,2,0,1,6.9062,2.0848,0.7639,0,0,16.53,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
23276,306,"multi",0,1,0,2,0,1,6.9062,2.0848,0.7639,0,0,49.27,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17093,337,"base",3,0,3,2,1,1,7.606,1.2978,0.9558,0,0,63.2,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17093,337,"multi",3,0,3,2,1,1,7.606,1.2978,0.9558,0,0,154.58,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42800,61,"base",0,1,1,0,0,0,39.4248,1.2103,0.9826,0,0,0.7,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42800,61,"multi",0,1,1,0,0,0,39.4248,1.2103,0.9826,0,0,1.35,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34346,82,"base",0,1,1,0,0,0,16.722,0.8275,0.6544,0,0,1.72,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
34346,82,"multi",0,1,1,0,0,0,16.722,0.8275,0.6544,0,0,4.0,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
46678,98,"base",2,1,3,0,0,0,18.4765,1.3598,1.536,0,0,4.23,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
46678,98,"multi",2,1,3,0,0,0,18.4765,1.3598,1.536,0,0,13.4,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
7720,104,"base",3,1,2,0,0,0,23.6734,1.0119,2.2645,0,0,4.4,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
7720,104,"multi",3,1,2,0,0,0,23.6734,1.0119,2.2645,0,0,11.49,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
14379,286,"base",0,1,1,1,0,0,19.5205,1.1352,0.7325,0,0,15.93,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
14379,286,"multi",0,1,1,1,0,0,19.5205,1.1352,0.7325,0,1,32.1,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
2152,330,"base",0,1,1,1,0,0,16.3008,0.8399,0.8122,0,0,21.83,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
2152,330,"multi",0,1,1,1,0,0,16.3008,0.8399,0.8122,0,1,58.63,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
13190,102,"base",0,1,0,0,0,0,2.4048,0.6445,0.0,0,0,1.02,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
13190,102,"multi",1,1,1,0,0,0,2.1764,0.5843,0.7543,0,1,11.88,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6101,174,"base",0,1,0,0,0,0,2.48,0.1338,0.0,0,0,1.61,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6101,174,"multi",0,1,0,0,0,0,2.48,0.1338,0.0,0,0,2.85,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
46169,237,"base",2,1,2,0,0,0,9.4617,1.7589,0.8608,0,0,5.68,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
46169,237,"multi",2,1,2,0,0,0,9.4617,1.7589,0.8608,0,0,15.12,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30480,233,"base",0,2,2,0,0,1,0.7522,0.1696,0.6885,0,0,16.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
30480,233,"multi",0,2,2,0,0,1,0.7522,0.1696,0.6885,0,0,39.31,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6319,78,"base",0,1,1,0,0,0,10.9257,0.2194,0.5941,0,0,1.5,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
6319,78,"multi",0,1,1,0,0,0,10.9257,0.2194,0.5941,0,0,3.23,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42728,175,"base",0,1,3,1,0,1,1.1683,0.7948,0.6268,0,0,13.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42728,175,"multi",1,1,1,1,0,1,1.2069,0.8212,0.9022,0,0,30.32,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39759,70,"base",0,1,0,0,0,0,8.1684,0.6251,0.0,0,0,0.27,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39759,70,"multi",0,1,0,0,0,0,8.1684,0.6251,0.0,0,0,0.81,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18050,69,"base",0,1,1,0,1,1,19.5379,0.7786,0.3567,0,0,1.4,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
18050,69,"multi",0,1,1,0,1,1,19.5379,0.7786,0.3567,0,0,3.85,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12004,306,"base",1,1,0,0,1,2,0.9204,0.4462,0.5686,0,0,18.17,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
12004,306,"multi",1,1,0,0,1,2,0.9204,0.4462,0.5686,0,0,48.89,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4381,477,"base",2,1,2,0,1,1,6.0374,1.508,1.1311,0,0,33.88,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
4381,477,"multi",2,1,2,0,1,1,6.0374,1.508,1.1311,0,0,82.07,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1531,282,"base",1,1,1,0,1,2,1.9734,1.1495,0.8081,0,0,12.99,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
1531,282,"multi",1,1,1,0,1,2,1.9734,1.1495,0.8081,0,0,22.29,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
27567,163,"base",0,1,0,2,0,0,4.5461,0.8201,0.2021,0,0,2.13,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
27567,163,"multi",0,1,0,2,0,0,4.5461,0.8201,0.2021,0,1,3.87,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44901,167,"base",0,1,3,0,0,0,16.6099,1.9081,0.32,0,0,4.98,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44901,167,"multi",0,1,3,0,0,0,16.6099,1.9081,0.32,0,0,10.71,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31131,432,"base",2,1,2,0,0,0,15.3847,2.7341,1.3341,0,0,49.64,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
31131,432,"multi",2,1,2,0,0,0,15.3847,2.7341,1.3341,0,0,78.98,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44902,194,"base",0,1,2,0,0,0,11.0765,1.0365,0.31,0,0,9.83,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
44902,194,"multi",0,1,2,0,0,0,11.0765,1.0365,0.31,0,1,18.67,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24934,295,"base",0,0,0,2,1,2,2.4355,1.0273,0.6985,0,0,16.43,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
24934,295,"multi",0,0,0,2,1,2,2.4355,1.0273,0.6985,0,0,34.34,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17190,137,"base",0,2,1,0,0,0,0.5706,0.083,0.8023,0,0,2.13,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
17190,137,"multi",0,2,1,0,0,0,0.5706,0.083,0.8023,0,0,3.55,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42837,175,"base",0,1,1,2,0,0,52.623,1.8095,0.3765,0,0,7.79,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
42837,175,"multi",0,1,1,2,0,0,52.623,1.8095,0.3765,0,1,20.95,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16303,317,"base",0,1,2,1,0,0,4.5191,0.7073,0.1963,0,0,16.58,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
16303,317,"multi",0,1,2,1,0,0,4.5191,0.7073,0.1963,0,1,43.01,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
428,239,"base",1,1,1,0,1,1,0.654,0.3466,0.9169,0,0,18.81,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
428,239,"multi",1,1,1,0,1,1,0.654,0.3466,0.9169,0,0,30.07,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43904,317,"base",2,1,3,0,0,0,11.5595,0.2949,0.4891,0,0,28.38,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43904,317,"multi",2,1,3,0,0,0,11.5595,0.2949,0.4891,0,0,61.63,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
9833,69,"base",2,1,2,0,0,1,36.2025,1.6272,0.8376,0,0,1.22,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
9833,69,"multi",2,1,2,0,0,1,36.2024,1.6272,0.8376,0,1,3.37,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
21319,186,"base",1,0,1,1,0,0,47.1207,1.553,0.8367,0,0,6.19,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
21319,186,"multi",1,0,1,1,0,0,47.1207,1.553,0.8367,0,0,21.44,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39566,70,"base",1,1,0,1,0,0,3.7052,0.7985,0.384,0,0,1.19,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
39566,70,"multi",1,1,0,1,0,0,3.7052,0.7985,0.384,0,1,2.41,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25598,450,"base",5,2,0,2,0,0,3.4179,1.1153,1.0418,0,0,65.72,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
25598,450,"multi",5,2,0,2,0,0,3.4179,1.1153,1.0418,0,0,138.64,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43400,218,"base",0,1,0,0,0,0,5.4663,1.7776,0.0,0,0,3.33,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
43400,218,"multi",0,1,0,0,0,0,5.4663,1.7776,0.0,0,0,10.28,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5357,289,"base",0,1,1,2,0,0,1.5185,0.787,0.4722,0,0,16.11,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
5357,289,"multi",0,1,1,2,0,0,1.5185,0.787,0.4722,0,1,42.48,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26174,202,"base",2,1,0,2,0,0,1.8206,1.0823,0.4297,0,0,6.91,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
26174,202,"multi",2,1,0,2,0,0,1.8206,1.0823,0.4297,0,0,12.18,"OK","C","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","not_recorded","Windows-x86_64","multistart_aleatorio.csv"
