date;NROU
1982-10-01;6.1222540000000000
1983-01-01;6.1128890000000000
1983-04-01;6.1036060000000000
1983-07-01;6.0944004058837900
1983-10-01;6.0852540000000000
1984-01-01;6.0761310000000000
1984-04-01;6.0669820000000000
1984-07-01;6.0577610000000000
1984-10-01;6.0484213829040500
1985-01-01;6.0389030000000000
1985-04-01;6.0291395187377900
1985-07-01;6.0190570000000000
1985-10-01;6.0085780000000000
1986-01-01;5.9976220000000000
1986-04-01;5.9861100000000000
1986-07-01;5.9739675521850600
1986-10-01;5.9611253738403300
1987-01-01;5.9475255012512200
1987-04-01;5.9331254959106400
1987-07-01;5.9179015159606900
1987-10-01;5.9018550000000000
1988-01-01;5.8850150000000000
1988-04-01;5.8674400000000000
1988-07-01;5.8492170000000000
1988-10-01;5.8304524421691900
1989-01-01;5.8112673759460400
1989-04-01;5.7917870000000000
1989-07-01;5.7721350000000000
1989-10-01;5.7524285316467300
1990-01-01;5.7327650000000000
1990-04-01;5.7132306098938000
1990-07-01;5.6939024925231900
1990-10-01;5.6748514175415000
1991-01-01;5.6561455726623500
1991-04-01;5.6378380000000000
1991-07-01;5.6199610000000000
1991-10-01;5.6025340000000000
1992-01-01;5.5855765342712400
1992-04-01;5.5690840000000000
1992-07-01;5.5530590000000000
1992-10-01;5.5375110000000000
1993-01-01;5.5224550000000000
1993-04-01;5.5079045295715300
1993-07-01;5.4938645362854000
1993-10-01;5.4803414344787600
1994-01-01;5.4673385620117200
1994-04-01;5.4548450000000000
1994-07-01;5.4428380000000000
1994-10-01;5.4312910000000000
1995-01-01;5.4201720000000000
1995-04-01;5.4094514846801800
1995-07-01;5.3990910000000000
1995-10-01;5.3890500000000000
1996-01-01;5.3792760000000000
1996-04-01;5.3697094917297400
1996-07-01;5.3602924346923800
1996-10-01;5.3509736061096200
1997-01-01;5.3416960000000000
1997-04-01;5.3324093818664600
1997-07-01;5.3230805397033700
1997-10-01;5.3136900000000000
1998-01-01;5.3042220000000000
1998-04-01;5.2946640000000000
1998-07-01;5.2850010000000000
1998-10-01;5.2752330000000000
1999-01-01;5.2653630000000000
1999-04-01;5.2553944587707500
1999-07-01;5.2453336715698200
1999-10-01;5.2351846694946300
2000-01-01;5.2249480000000000
2000-04-01;5.2146220000000000
2000-07-01;5.2042110000000000
2000-10-01;5.1937310000000000
2001-01-01;5.1831965446472200
2001-04-01;5.1726136207580600
2001-07-01;5.1619830000000000
2001-10-01;5.1513130000000000
2002-01-01;5.1406154632568400
2002-04-01;5.1299050000000000
2002-07-01;5.1192090000000000
2002-10-01;5.1085615158081100
2003-01-01;5.0979900000000000
2003-04-01;5.0875250000000000
2003-07-01;5.0772020000000000
2003-10-01;5.0670585632324200
2004-01-01;5.0571260000000000
2004-04-01;5.0474324226379400
2004-07-01;5.0380080000000000
2004-10-01;5.0288786888122600
2005-01-01;5.0200760000000000
2005-04-01;5.0116370000000000
2005-07-01;5.0036544800004400
2005-10-01;4.9967167758934000
2006-01-01;4.9870167367941000
2006-04-01;4.9767344758624800
2006-07-01;4.9660111577869700
2006-10-01;4.9550400804934200
2007-01-01;4.9440469801287300
2007-04-01;4.9332685792170100
2007-07-01;4.9229251394417200
2007-10-01;4.9131943247053100
2008-01-01;4.9041917188586800
2008-04-01;4.8959605696027700
2008-07-01;4.8884707596178200
2008-10-01;4.8816232953831600
2009-01-01;4.8752619012894100
2009-04-01;4.8691922653746400
2009-07-01;4.8632059799308700
2009-10-01;4.8571069443978500
2010-01-01;4.8507282826277300
2010-04-01;4.8439365907110000
2010-07-01;4.8366308974418500
2010-10-01;4.8287428629369100
2011-01-01;4.8202440065992700
2011-04-01;4.8111581235038200
2011-07-01;4.8015698130170100
2011-10-01;4.7916221181710100
2012-01-01;4.7814995292536400
2012-04-01;4.7713995210888900
2012-07-01;4.7615027148776600
2012-10-01;4.7519488565600100
2013-01-01;4.7428248574686300
2013-04-01;4.7341672183854600
2013-07-01;4.7259732519496400
2013-10-01;4.7182122932351300
2014-01-01;4.7108351624268000
2014-04-01;4.7037808309909100
2014-07-01;4.6969798378057700
2014-10-01;4.6903562779679900
2015-01-01;4.6838315386341900
2015-04-01;4.6773284655312700
2015-07-01;4.6707745941463500
2015-10-01;4.6641073540871900
2016-01-01;4.6572800633808200
2016-04-01;4.6502667631674600
2016-07-01;4.6430657955497900
2016-10-01;4.6356975117040900
2017-01-01;4.6281924646071400
2017-04-01;4.6205740234794300
2017-07-01;4.6128389885979700
2017-10-01;4.6049403705047500
2018-01-01;4.5967845344146700
2018-04-01;4.5882442327742100
2018-07-01;4.5791828583808100
2018-10-01;4.5694883349128200
2019-01-01;4.5591073495599500
2019-04-01;4.5480723167873600
2019-07-01;4.5365183849326800
2019-10-01;4.5246824205585200
2020-01-01;4.5128759969487700
2020-04-01;4.5014350763273500
2020-07-01;4.4906582406308300
2020-10-01;4.4807563269047800
2021-01-01;4.4718328337534000
2021-04-01;4.4638915012462200
2021-07-01;4.4568651800304700
2021-10-01;4.4506510615985800
2022-01-01;4.4451366050387300
2022-04-01;4.4402135926085900
2022-07-01;4.4357837463271800
2022-10-01;4.4317595775412600
2023-01-01;4.4280638060062500
2023-04-01;4.4246289378181600
2023-07-01;4.4213967473284900
2023-10-01;4.4183174302609100
2024-01-01;4.4153479874342400
2024-04-01;4.4124499475063000
2024-07-01;4.4095871010270300
2024-10-01;4.4067237934081200
2025-01-01;4.4038243907464700
2025-04-01;4.4008539171387700
2025-07-01;4.3977793655964400
2025-10-01;4.3945709269473400
2026-01-01;4.3912026158063300
2026-04-01;4.3876522577691700
2026-07-01;4.3839014456248300
2026-10-01;4.3799356680148100
2027-01-01;4.3757451110076400
2027-04-01;4.3713260274043900
2027-07-01;4.3666821649317000
2027-10-01;4.3618253596763800
2028-01-01;4.3567746670204800
2028-04-01;4.3515540846891200
2028-07-01;4.3461897765984900
2028-10-01;4.3407074157141900
2029-01-01;4.3351304837804500
2029-04-01;4.3294797312497500
2029-07-01;4.3237734983551100
2029-10-01;4.3180284724861900
2030-01-01;4.3122606228428300
2030-04-01;4.3064859786806700
2030-07-01;4.3007209133769500
2030-10-01;4.2949815137947300
2031-01-01;4.2892817093877700
2031-04-01;4.2836304951977200
2031-07-01;4.2780292927552300
2031-10-01;4.2724704669934800
2032-01-01;4.2669381418500600
2032-04-01;4.2614112177266700
2032-07-01;4.2558672907157700
2032-10-01;4.2502861803986900
2033-01-01;4.2446518499347300
2033-04-01;4.2389525456648200
2033-07-01;4.2331800314193000
2033-10-01;4.2273287212157300
2034-01-01;4.2213955151220200
2034-04-01;4.2153804028018500
2034-07-01;4.2092871640074700
2034-10-01;4.2031234672198900
